author,text
rabindranath tagore,"যখন স্বতন্ত্র হইয়া সৈন্যসমেত স্বদেশাভিমুখে বহুদূর অগ্রসর হইয়াছেন এবং যুবরাজের সৈন্যেরা শিবির তুলিয়া গৃহের অভিমুখে যাত্রা করিতেছে, তখন সহসা মগেরা পশ্চাৎ হইতে আক্রমণ করিল-- রাজধর সৈন্য লইয়া পড়িলেন তাহার উদ্দেশ পাওয়া গেল না"
rabindranath tagore,"যুবরাজের হতাবশিষ্ট তিন সহস্র সৈন্য প্রায় মগ-সৈন্য কর্তৃক হঠাৎ বেষ্টিত ইশা খা যুবরাজকে বলিলেন, আজ আর পরিত্রাণ নাই৷ যুদ্ধের ভার আমার উপর দিয়া তুমি পলায়ন যুবরাজ দৃঢ়স্বরে বলিলেন, পালাইলেও তো একদিন মরিতে হইবে৷ চারি দিকে চাহিয়া বলিলেন, পালাইব বা কোথা৷ এখানে মরিবার যেমন সুবিধা পালাইবার তেমন সুবিধা নাই"
rabindranath tagore,"হে ঈশ্বর, সকলই তোমার ইচ্ছা ইশা খাঁ বলিলেন, তবে আইস, আজ সমারোহ করিয়া মরা যাক বলিয়া প্রাচীরবৎ শত্রুসৈন্যের এক দুর্বল অংশ লক্ষ্য করিয়া সৈন্য বিদ্যুদ্বেগে ছুটাইয়া দিলেন"
rabindranath tagore,পালাইবার পথ রুদ্ধ দেখিয়া সৈন্যেরা উন্মত্তের ন্যায় লড়িতে লাগিল
rabindranath tagore,"ইশা খা দুই হাতে দুই তলোয়ার লইলেন-- তাহার একটি লোক তিষ্ঠিতে পারিল না, যুদ্ধক্ষেত্রের একস্থানে একটি ক্ষুদ্র উৎস উঠিতেছিল তাহার জল রক্তে লাল হইয়া উঠিল"
rabindranath tagore,"ইশা খাঁ শত্রুর ব্যুহ ভাঙিয়া ফেলিয়া লড়িতে লড়িতে প্রায় পর্বতের শিখর পর্যন্ত উঠিয়াছেন, এমন সময় এক তীর আসিয়া তাহার বক্ষে বিদ্ধ হইল"
rabindranath tagore,তিনি আল্লার নাম উচ্চারণ করিয়া উপর হইতে পড়িয়া গেলেন
rabindranath tagore,"যুবরাজের জানুতে এক তীর, পৃষ্ঠে এক তীর এবং তাহার বাহন হাতির এক তীর বিদ্ধ হইল"
rabindranath tagore,মাহুত হত হইয়া পড়িয়া গিয়াছে৷ হাতি যুদ্ধক্ষেত্র ফেলিয়া উন্মাদের মতো ছুটিতে লাগিল
rabindranath tagore,"যুবরাজ তাহাকে ফিরাইবার অনেক চেষ্টা করিলেন, সে ফিরিল না অবশেষে তিনি যন্ত্রণায় ও রক্তপাতে দুর্বল হইয়া যুদ্ধক্ষেত্র হইতে অনেক দুরে কর্ণফুলি নদীর তীরে হাতির পিঠ হইতে মূর্ছিত হইয়া পড়িয়া গেলেন"
rabindranath tagore,একাদশ পরিচ্ছেদ আজ রাত্রে চাদ উঠিয়াছে৷
rabindranath tagore,"অন্যদিন রাত্রে যে সবুজ মাঠের উপরে চাদের আলো বিচিত্রবর্ণ ছোটো ছোটো উপর আসিয়া পড়িত, আজ সেখানে মানুষের হাত পা ও মৃতদেহের উপরে আসিয়া পড়িয়াছে-- যে স্ফটিকের মতো স্বচ্ছ উৎসের জলে রাত ধরিয়া চন্দ্রের প্রতিবিশ্ব নৃত্য করিত, সে উৎস মৃত অশ্বের দেহে প্রায় রুদ্ধ-- তাহার জল রক্তে: লাল হইয়া গেছে৷ কিন্তু দিনের বেলা মধ্যাহ্নের রৌদ্রে যেখানে মৃত্যুর ভীষণ উৎসব হইতেছিল, ভয় ক্রোধ নিরাশা হিংসা সহস্র হৃদয় হইতে অনবরত ফেনাইয়া উঠিতেছিল, অস্ত্রের ঝন ঝন উন্মাদের চীৎকার আহতের আর্তনাদ রণশঙে্খের ধুনিতে নীল আকাশ যেন মথিত হইতেছিল-- রাত্রে চাদের আলোতে সেখানে কী অগাধ শান্তি কী সুগভীর মৃত্যুর নৃত্য যেন গেছে, কেবল প্রকাণ্ড নাট্যশালার চারি দিকে উৎসবের ভগ্নাবশেষ পড়িয়া আছে৷ সাড়াশব্দ নাই, প্রাণ নাই, চেতনা নাই, হৃদয়ের তরঙ্গ স্তব্ধ"
rabindranath tagore,এক দিকে পর্বতের সুদীর্ঘ ছায়া পড়িয়াছে-- এক দিকে চাদের আলো
rabindranath tagore,"মাঝে মাঝে পাঁচ-ছয়টা করিয়া বড়ো বড়ো গাছ ঝাঁকড়া মাথা লইয়া শাখাপ্রশাখা জটাজুট আধার করিয়া স্তব্ধ হইয়া দাঁড়াইয়া আছে৷ ইন্দ্রকুমার যুদ্ধের সমস্ত সংবাদ পাইয়া যখন যুবরাজকে খুঁজিতে আসিয়াছেন, তখন তিনি কর্ণফুলি নদীর তীরে ঘাসের শয্যার উপর শুইয়া আছেন"
rabindranath tagore,"মাঝে মাঝে অঞ্জলি পুরিয়া জলপান করিতেছেন, মাঝে মাঝে নিতান্ত অবসন্ন হইয়া চোখ বুজিয়া আসিতেছে৷ দূর সমুদ্রের দিক হইতে বাতাস আসিতেছে৷ কানের কাছে কুল কুল করিয়া নদীর জল বহিয়া আসিতেছে৷ নাই৷ চারি দিকে বিজন পর্বত দাঁড়াইয়া আছে, বিজন অরণ্য করিতেছে-- আকাশে চন্দ্র একাকী, জ্যোৎস্নালোকে অনন্ত নীলাকাশ পাণ্ডবর্ণ হইয়া গিয়াছে এমন সময়ে ইন্দ্রকুমার যখন বিদীর্ণ হৃদয়ে দাদা বলিয়া ডাকিয়া উঠিলেন, তখন আকাশপাতাল যেন শিহরিয়া উঠিল"
rabindranath tagore,চন্দ্রনারায়ণ চমকিয়া জাগিয়া এসো ভাই বলিয়া আলিঙ্গনের জন্য দুই হাত বাড়াইয়া ইন্দ্রকুমার দাদার আলিঙ্গনের মধ্যে বদ্ধ হইয়া শিশুর মতো কাদিতে লাগিলেন
rabindranath tagore,"চন্দ্রনারায়ণ ধীরে ধীরে বলিলেন, আঃ বাচিলাম তুমি আসিবে জানিয়াই এতক্ষণে কোনোমতে আমার প্রাণ বাহির হইতেছিল না৷ , তুমি আমার উপরে অভিমান করিয়াছিলে, তোমার সেই অভিমান লইয়া কি আমি মরিতে পারি৷ আজ আবার দেখা হইল, তোমার প্রেম আবার ফিরিয়া পাইলাম-- এখন মরিতে আর কোনো কষ্ট নাই৷ বলিয়া দুই হাতে তাহার তীর উৎপাটন করিলেন৷ রক্ত ছুটিয়া পড়িল, তাহার শরীর হিম হইয়া আসিল-- বলিলেন, মরিলাম তাহাতে দুঃখ নাই কিন্তু আমাদের পরাজয় হইল ইন্দ্রকুমার কাঁদিয়া কহিলেন, পরাজয় তোমার হয় নাই দাদা, পরাজয় আমারই হইয়াছে চন্দ্রনারায়ণ ঈশ্বরকে স্মরণ করিয়া হাতজোড় করিয়া কহিলেন, দয়াময়, ভবের খেলা শেষ করিয়া আসিলাম, এখন তোমার কোলে স্থান দাও বলিয়া চক্ষু মুদ্রিত করিলেন"
rabindranath tagore,ভোরের বেলা নদীর পশ্চিম পাড়ে চন্দ্র যখন পাগ্ড্বর্ণ হইয়া আসিল চন্দ্রনারায়ণের মুদ্রিতনেত্র মুখচ্ছবিও তখন হইয়া গেল৷ চন্দ্রের সঙ্গে সঙ্গেই তাহার জীবন অস্তমিত হইল
rabindranath tagore,পরিশিষ্ট বিজয়ী মগ সৈন্যেরা সমস্ত চট্টগ্রাম ত্রিপুরার নিকট হইতে কাড়িয়া লইল
rabindranath tagore,ত্রিপুরার রাজধানী উদয়পুর পর্যস্ত লু্ঠন করিল
rabindranath tagore,অমরমাণিক্য দেওঘাটে পালাইয়া গিয়া অপমানে আঅহত্যা করিয়া মরিলেন
rabindranath tagore,ইন্দ্রকুমার মগদের সহিত যুদ্ধ করিয়াই মরেন-- জীবন ও কলঙ্ক লইয়া দেশে ফিরিতে তাহার ইচ্ছা ছিল না
rabindranath tagore,রাজধর রাজা হইয়া কেবল তিন বৎসর রাজত্ব করিয়াছিলেন-- তিনি গোমতীর জলে মরেন
rabindranath tagore,"যখন যুদ্ধে যান তখন তাহার স্ত্রী গর্ভবতী ছিলেন৷ তাহারই পুত্র কল্যাণমাণিক্য রাজধরের মৃত্যুর পরে রাজা হন৷ তিনি পিতার ন্যায় বীর ছিলেন৷ যখন সম্রাট শাজাহানের সৈন্য ত্রিপুরা আক্রমণ করে, তখন কল্যাণমাণিক্য তাহাদিগকে পরাজিত করিয়াছিলেন"
rabindranath tagore,দেনাপাওনা পাঁচ ছেলের পর যখন এক কন্যা জন্মিল তখন বাপমায়ে অনেক আদর করিয়া তাহার নাম রাখিল নিরুপমা
rabindranath tagore,গোষ্ঠীতে এমন শৌখিন নাম ইতিপূর্বে কখনো শোনা যায় নাই
rabindranath tagore,"প্রায় ঠাকুরদেবতার নামই প্রচলিত ছিল-- গণেশ, কার্তিক, পার্বতী, তাহার উদাহরণ৷ এখন নিরুপমার বিবাহের প্রস্তাব চলিতেছে৷ তাহার পিতা রামসুন্দর মিত্র অনেক খোজ করেন কিন্তু পাত্র কিছুতেই মনের মতন হয় না৷ অবশেষে মস্ত এক রায়বাহাদুরের ঘরের একমাত্র ছেলেকে সন্ধান করিয়া বাহির করিয়াছেন"
rabindranath tagore,উক্ত রায়বাহাদুরের বিষয়-আশয় যদিও অনেক হ্রাস হইয়া আসিয়াছে কিন্তু বনেদি ঘর বটে
rabindranath tagore,বরপক্ষ হইতে দশ হাজার টাকা পণ এবং বহুল দানসামগ্মী চাহিয়া বসিল৷ রামসুন্দর কিছুমাত্র বিবেচনা না করিয়া তাহাতেই সম্মত হইলেন; এমন পাত্র কোনোমতে হাতছাড়া করা যায় না
rabindranath tagore,কিছুতেই টাকার জোগাড় আর হয় না
rabindranath tagore,"বাঁধা দিয়া, বিক্রয় করিয়া, অনেক চেষ্টাতেও হাজার ছয়-সাত বাকি এ দিকে বিবাহের দিন নিকট হইয়া আসিয়াছে৷ অবশেষে বিবাহের দিন উপস্থিত হইল"
rabindranath tagore,"নিতান্ত অতিরিক্ত সুদে একজন বাকি টাকাটা ধার দিতে স্বীকার করিয়াছিল কিন্তু সময়কালে সে উপস্থিত হইল বিবাহসভায় একটা তুমুল গোলযোগ বাধিয়া গেল৷ রামসুন্দর আমাদের রায়বাহাদুরের হাতে-পায়ে ধরিয়া বলিলেন, শুভকার্য সম্পন্ন হইয়া যাক, আমি নিশ্চয়ই টাকাটা শোধ করিয়া দিব রায়বাহাদুর বলিলেন, টাকা হাতে না পাইলে বর সভাস্থ করা যাইবে না এই দুর্ঘটনায় অন্তঃপুরে একটা কান্না পড়িয়া গেল"
rabindranath tagore,"এই গুরুতর বিপদের যে মূল কারণ সে চেলি পরিয়া, গহনা পরিয়া, কপালে চন্দন লেপিয়া, চুপ করিয়া বসিয়া আছে৷ ভাবী শ্বশুরকুলের প্রতি যে তাহার খুব একটা ভক্তি কিংবা অনুরাগ , তাহা বলা যায় ইতিমধ্যে একটা সুবিধা হইল"
rabindranath tagore,"বর সহসা তাহার পিত্দেবের অবাধ্য হইয়া উঠিল৷ সে বাপকে বলিয়া বসিল, কেনাবেচা-দরদামের কথা আমি বুঝি না, বিবাহ করিতে আসিয়াছি বিবাহ করিয়া যাইব বাপ যাহাকে দেখিল তাহাকেই বলিল, দেখেছেন মহাশয়, আজকালকার ছেলেদের ব্যবহার দুই-একজন প্রবীণ লোক ছিল, তাহারা বলিল, শাস্ত্রশিক্ষা নীতিশিক্ষা একেবারে নাই, কাজেই"
rabindranath tagore,বর্তমান শিক্ষার বিষময় ফল নিজের সন্তানের মধ্যে প্রত্যক্ষ করিয়া রায়বাহাদুর হতোদ্যম হইয়া বসিয়া রহিলেন
rabindranath tagore,বিবাহ একপ্রকার বিষণ্ন নিরানন্দ ভাবে সম্পন্ন হইয়া গেল
rabindranath tagore,"শ্বশুরবাড়ি যাইবার সময় নিরুপমাকে বুকে টানিয়া লইয়া বাপ আর চোখের জল রাখিতে পারিলেন না৷ নিরু জিজ্ঞাসা করিল, তারা কি আর আমাকে আসতে দেবে না, বাবা রামসুন্দর বলিলেন, কেন আসতে দেবে না, মা৷ আমি তোমাকে নিয়ে আসব"
rabindranath tagore,রামসুন্দর প্রায়ই মেয়েকে দেখিতে যান কিন্তু বেহাইবাড়িতে তার কোনো প্রতিপত্তি নাই
rabindranath tagore,"চাকরগুলো পর্যস্ত তাহাকে নিচু নজরে দেখে৷ অন্তঃপুরের বাহিরে একটা স্বতন্ত্র ঘরে পাঁচ মিনিটের জন্য কোনোদিন-বা মেয়েকে দেখিতে পান, কোনোদিন-বা দেখিতে পাননা"
rabindranath tagore,"এমন করিয়া অপমান তো সহা যায় না৷ রামসুন্দর স্থির করিলেন যেমন করিয়া হউক টাকাটা শোধ করিয়া দিতে হইবে৷ কিন্তু যে খণভার কাধে চাপিয়াছে, তাহারই ভার সামলানো দুঃসাধ্য"
rabindranath tagore,"খরচপত্রের অত্যন্ত টানাটানি পড়িয়াছে ; এবং পাওনাদারদের দৃষ্টিপথ এড়াইবার জন্য সর্বদাই নানারূপ হীন কৌশল অবলম্বন করিতে হইতেছে এ দিকে উঠিতে বসিতে মেয়েকে খোঁটা লাগাইতেছে৷ পিত্গৃহের নিন্দা শুনিয়া ঘরে দ্বার দিয়া অশ্রুবিসর্জন তাহার নিত্যক্রিয়ার মধ্যে দাড়াইয়াছে৷ বিশেষত শাশুড়ির আক্রোশ আর কিছুতেই মেটে না৷ যদি কেহ বলে, আহা, কী বউয়ের মুখখানি দেখিলে চোখ জুড়াইয়া যায় শাশুড়ি ঝংকার দিয়া উঠিয়া বলে, শ্রী তো ভারি৷ যেমন ঘরের মেয়ে তেমনি শ্রী এমন-কি, বউয়ের খাওয়াপরারও হয় যদি কোনো দয়াপরতন্ত্ প্রতিবেশিনী কোনো ত্রুটির উল্লেখ করে, শাশুড়ি বলে, এ ঢের হয়েছে অর্থাৎ বাপ যদি পুরা দাম দিত তো মেয়ে পুরা যত পাইত"
rabindranath tagore,"সকলেই এমন ভাব দেখায় যেন বধূর এখানে কোনো অধিকার নাই, ফাকি দিয়া প্রবেশ করিয়াছে৷ বোধ হয় কন্যার এই-সকল অনাদর এবং অপমানের কথা বাপের কানে গিয়া থাকিবে"
rabindranath tagore,তাই রামসুন্দর অবশেষে বসতবাড়ি বিক্রয়ের চেষ্টা করিতে লাগিলেন৷ কিন্তু ছেলেদের যে গৃহহীন করিতে বসিয়াছেন সে কথা তাহাদের নিকট হইতে গোপেনে রাখিলেন
rabindranath tagore,"স্থির করিয়াছিলেন, বাড়ি বিক্রয় করিয়া সেই বাড়িই ভাড়া লইয়া বাস করিবেন ; এমন কৌশলে চলিবেন যে, তাহার মৃত্যুর পূর্বে এ কথা ছেলেরা জানিতে পারিবে না৷ কিন্তু ছেলেরা জানিতে পারিল"
rabindranath tagore,"বিশেষত বড়ো তিনটি ছেলে বিবাহিত এবং তাহাদের কাহারো-বা সন্তান আছে৷ তাহাদের আপত্তি অত্যন্ত গুরুতর হইয়া দাড়াইল, বাড়ি বিক্রয় স্থনিত হইল"
rabindranath tagore,তখন রামসুন্দর নানাস্থান হইতে বিস্তর সুদে অল্প অল্প করিয়া টাকা ধার করিতে লাগিলেন
rabindranath tagore,"এমন হইল যে, সংসারের খরচ আর চলে না৷ নিরু বাপের মুখ দেখিয়া সব বুঝিতে পারিল"
rabindranath tagore,বৃদ্ধের পক্ককেশে শুষ্ক্মুখে এবং সদাসংকুচিত ভাবে এবং দুশ্চিন্তা প্রকাশ হইয়া পড়িল
rabindranath tagore,"মেয়ের কাছে যখন বাপ অপরাধী তখন সে অপরাধের অনুতাপ কি আর গোপন রাখা যায়৷ রামসুন্দর যখন বেহাইবাড়ির অনুমতিক্রমে ক্ষণকালের জন্য কন্যার করিতেন তখন বাপের বুক যে কেমন করিয়া ফাটে, তাহা তাহার হাসি দেখিলেই টের পাওয়া যাইত"
rabindranath tagore,সেই ব্যথিত পিত্হৃদয়কে সান্তনা দিবার উদ্দেশে দিনকতক বাপের বাড়ি যাইবার জন্য নিরু নিতান্ত অধীর হইয়া উঠিয়াছে
rabindranath tagore,"বাপের ম্লান মুখ দেখিয়া সে আর দূরে থাকিতে পারে না৷ একদিন রামসুন্দরকে কহিল, বাবা, আমাকে একবার বাড়ি লইয়া যাও"
rabindranath tagore,"রামসুন্দর বলিলেন, আচ্ছা কিন্তু তাহার কোনো জোর নাই-- নিজের কন্যার উপরে পিতার যে স্বাভাবিক অধিকার আছে, তাহা যেন পণের টাকার পরিবর্তে বন্ধক রাখিতে ) এমন-কি, কন্যার দর্শন, সেও অতি সসংকোচে ভিক্ষা চাহিতে হয় এবং সময়বিশেষে নিরাশ হইলে দ্বিতীয় কথাটি কহিবার মুখ থাকে না৷ কিন্তু মেয়ে আপনি বাড়ি আসিতে চাহিলে বাপ তাকে না আনিয়া কেমন করিয়া থাকে"
rabindranath tagore,"তাই, বেহাইয়ের নিকট সে- সম্বন্ধে দরখাস্ত পেশ করিবার পূর্বে রামসুন্দর কত হীনতা, কত অপমান, কত ক্ষতি স্বীকার করিয়া যে তিনটি হাজার টাকা সংগ্রহ করিয়াছিলেন, সে ইতিহাস গোপন থাকাই ভালো"
rabindranath tagore,নোট-কখানি রুমালে জড়াইয়া চাদরে বাঁধিয়া রামসুন্দর বেহাইয়ের নিকট গিয়া বসিলেন
rabindranath tagore,প্রথমে হাস্যমুখে পাড়ার খবর পাড়িলেন
rabindranath tagore,"বাড়িতে একটা চুরি হইয়া গিয়াছে, তাহার আদ্যোপান্ত বিবরণ বলিলেন"
rabindranath tagore,"নবীনমাধব ও রাধামাধব দুই ভাইয়ের তুলনা করিয়া বিদ্যাবুদ্ধি ও স্বভাব সম্বন্ধে রাধামাধবের সুখ্যাতি এবং নবীনমাধবের নিন্দা করিলেন; শহরে একটা নূতন ব্যামো আসিয়াছে, সে- সম্বন্ধে অনেক আজগুবি আলোচনা করিলেন ; অবশেষে হুকাটি নামাইয়া রাখিয়া কথায় কথায় বলিলেন, হা হা বেহাই, সেই টাকাটা বাকি আছে বটে"
rabindranath tagore,"রোজই মনে করি, যাচ্ছি অমনি হাতে করে কিছু নিয়ে যাই কিন্তু সময়কালে মনে থাকে না৷ আর ভাই, বুড়ো হয়ে পড়েছি এমনি এক দীর্ঘ ভূমিকা করিয়া পঞ্জরের তিনখানি অস্থির মতো সেই তিনখানি নোট যেন অতি সহজে অতি অবহেলে বাহির করিলেন৷"
rabindranath tagore,সবেমাত্র তিন হাজার টাকার নোট দেখিয়া রায়বাহাদুর করিয়া উঠিলেন
rabindranath tagore,"বলিলেন, থাক্ বেহাই, ওতে আমার কাজ নেই একটা প্রচলিত বাংলা প্রবাদের উল্লেখ করিয়া বলিলেন, সামান্য কারণে হাতে দুর্গন্ধ করিতে তিনি চান না৷ এই ঘটনার পরে মেয়েকে বাড়ি আনিবার প্রস্তাব কাহারো মুখে আসে না-- কেবল রামসুন্দর ভাবিলেন, সে-সকল সংকোচ আমাকে আর শোভা পায় না মর্মাহতভাবে অনেকক্ষণ চুপ করিয়া থাকিয়া অবশেষে মৃদুস্বরে কথাটা পাড়িলেন"
rabindranath tagore,"রায়বাহাদুর কোনো কারণমাত্র উল্লেখ না করিয়া বলিলেন, সে এখন হচ্ছে না এই বলিয়া কর্মেপিলক্ষে স্থানান্তরে চলিয়া গেলেন"
rabindranath tagore,রামসুন্দর মেয়ের কাছে মুখ না দেখাইয়া কম্পিতহস্তে কয়েকখানি নোট চাদরের প্রান্তে বাঁধিয়া বাড়ি ফিরিয়া গেলেন
rabindranath tagore,"মনে মনে প্রতিজ্ঞা করিলেন, যতদিন না সমস্ত টাকা শোধ করিয়া দিয়া অসংকোচে কন্যার উপরে দাবি করিতে পারিবেন, ততদিন আর বেহাইবাড়ি যাইবেন না"
rabindranath tagore,"নিরুপমা লোকের উপর লোক পাঠায় কিন্তু বাপের দেখা পায় অবশেষে অভিমান করিয়া লোক পাঠানো বন্ধ করিল-- তখন রামসুন্দরের মনে বড়ো আঘাত লাগিল, কিন্তু তবু গেলেন না৷ আশিন মাস আসিল"
rabindranath tagore,"রামসুন্দর বলিলেন, এবার পূজার সময় মাকে ঘরে আনিবই, নহিলে আমি -- খুব একটা শক্ত রকম শপথ করিলেন"
rabindranath tagore,"পঞ্চমী কি যষ্ঠীর দিনে আবার চাদরের প্রান্তে গুটিকতক নোট বাঁধিয়া রামসুন্দর যাত্রার উদ্যোগ করিলেন৷ পাঁচ বৎসরের এক নাতি আসিয়া বলিল, দাদা, আমার জন্যে গাড়ি কিনতে যাচ্ছিস"
rabindranath tagore,"বহুদিন হইতে তাহার ঠেলাগাড়িতে চড়িয়া হাওয়া খাইবার শখ হইয়াছে, কিন্তু কিছুতেই তাহা মিটিবার উপায় হইতেছে না৷ ছয় বৎসরের এক নাতিনী আসিয়া সরোদনে কহিল, পূজার নিমন্ত্রণে যাইবার মতো তাহার একখানিও ভালো কাপড় নাই"
rabindranath tagore,"রামসুন্দর তাহা জানিতেন, এবং সে- সম্বন্ধে তামাক খাইতে খাইতে বৃদ্ধ অনেক চিন্তা করিয়াছেন রায়বাহাদুরের বাড়ি যখন পূজার নিমন্ত্রণ হইবে তখন তাহার বধূগণকে অতি অলংকারে অনুগ্রহপাত্র দরিদ্রের মতো যাইতে হইবে, এ কথা স্মরণ করিয়া তিনি অনেক দীর্থনিশ্বাস ফেলিয়াছেন; কিন্তু তাহাতে তাহার ললাটের বার্ধক্যরেখা গভীরতর অঙ্কিত হওয়া ছাড়া আর- কোনো ফল হয় নাই"
rabindranath tagore,"দৈন্যপীড়িত গৃহের কানে লইয়া বৃদ্ধ তাহার বেহাইবাড়িতে প্রবেশ করিলেন৷ আজ তাহার সে সংকোচভাব নাই; দ্বাররক্ষী এবং ভৃত্যদের মুখের প্রতি সে চকিত সলজ্জ দৃষ্টিপাত দূর হইয়া গিয়াছে, যেন আপনার গৃহে প্রবেশ করিলেন"
rabindranath tagore,"শুনিলেন, রায়বাহাদুর ঘরে নাই, কিছুক্ষণ অপেক্ষা করিতে হইবে৷ মনের উচ্ছ্বাস সংবরণ করিতে না পারিয়া রামসুন্দর কন্যার সহিত সাক্ষাৎ করিলেন৷ আনন্দে দুই চোখ দিয়া জল পড়িতে লাগিল৷ বাপও কাদে মেয়েও কাদে; দুইজনে কেহ আর কথা কহিতে পারে না৷ এমন করিয়া কিছুক্ষণ গেল"
rabindranath tagore,"তার পরে রামসুন্দর কহিলেন, এবার তোকে নিয়ে যাচ্ছি, মা৷ আর কোনো গোল নাই"
rabindranath tagore,এমন সময় রামসুন্দরের জ্যেষ্টপুত্র হরমোহন তার দুটি ছোটো ছেলে সঙ্গে লইয়া সহসা ঘরে প্রবেশ করিলেন
rabindranath tagore,"পিতাকে বলিলেন, বাবা, আমাদের তবে এবার পথে ভাসালে রামসুন্দর সহসা অগ্নিমূর্তে' হইয়া বলিলেন, তোদের জন্য কি আমি নরকগামী আমাকে তোরা আমার সত্য পালন করতে দিবি নে"
rabindranath tagore,"রামসুন্দর বাড়ি বিক্রয় করিয়া বসিয়া আছেন; ছেলেরা কিছুতে না জানিতে পায়, তাহার অনেক ব্যবস্থা করিয়াছিলেন, কিন্তু তবু তাহারা জানিয়াছে দেখিয়া তাহাদের প্রতি হঠাৎ অত্যন্ত রুষ্ট ও বিরক্ত হইয়া উঠিলেন"
rabindranath tagore,"তাহার নাতি তাহার দুই হাঁটু সবলে জড়াইয়া ধরিয়া মুখ তুলিয়া কহিল, দাদু আমাকে গাড়ি কিনে দিলে না"
rabindranath tagore,"নতশির রামসুন্দরের কাছে বালক কোনো উত্তর না পাইয়া নিরুর কাছে গিয়া বলিল, পিসিমা, আমাকে একখানা গাড়ি কিনে দেবে"
rabindranath tagore,"নিরুপমা সমস্ত ব্যাপার বুঝিতে পারিয়া কহিল, বাবা, তুমি যদি আর এক পয়সা আমার শ্বশুরকে দাও, তা হলে আর তোমার মেয়েকে দেখতে পাবে না, এই তোমার গা ছুয়ে বললুম রামসুন্দর বলিলেন, ছি মা, অমন কথা বলতে নেই৷ আর এ টাকাটা যদি আমি না দিতে পারি তা হলে তোর বাপের অপমান আর তোরও অপমান"
rabindranath tagore,"নিরু কহিল, টাকা যদি দাও তবেই অপমান৷ তোমার মেয়ের কি কোনো মর্যাদা নেই৷ আমি কি কেবল একটা টাকার থলি, যতক্ষণ টাকা আছে ততক্ষণ আমার দাম না বাবা, এ টাকা দিয়ে তুমি আমাকে অপমান কোরো না"
rabindranath tagore,"তা ছাড়া আমার স্বামী তো এ টাকা চান না রামসুন্দর কহিলেন, তা হলে তোমাকে যেতে দেবে না, মা নিরুপমা কহিল, না দেয় তো কী করবে বলো"
rabindranath tagore,তুমিও আর নিয়ে যেতে চেয়ো না রামসুন্দর কম্পিত হস্তে নোটবাধা চাদরটি কাধে তুলিয়া আবার চোরের মতো সকলের দৃষ্টি এড়াইয়া বাড়ি ফিরিয়া গেলেন
rabindranath tagore,"কিন্তু রামসুন্দর এই-যে টাকা আনিয়াছিলেন এবং কন্যার নিষেধে সে টাকা না দিয়াই চলিয়া গিয়াছেন, সে কথা গোপন রহিল না৷ কোনো দ্বারলগ্নকর্ণদাসী নিরুর শাশুড়িকে এই খবর শুনিয়া তাহার আর আক্রোশের সীমা রহিল না"
rabindranath tagore,"নিরুপমার পক্ষে তাহার শৃশুরবাড়ি শরশয্যা হইয়া এ দিকে তাহার স্বামী বিবাহের অল্পদিন পরেই ডেপুটি ম্যাজিস্ট্রেট হইয়া দেশাস্তরে চলিয়া গিয়াছে; এবং পাছে সংসর্গ দোষে হীনতা শিক্ষা হয়, এই ওজরে সম্প্রতি বাপের বাড়ির আত্মীয়দের সহিত নিরুর সাক্ষাৎকার সম্পূর্ণ নিষিদ্ধ হইয়াছে এই সময়ে নিরুর একটা গুরুতর পীড়া হইল"
rabindranath tagore,কিন্তু সেজন্য তাহার শাশুড়িকে সম্পূর্ণ দোষ দেওয়া যায় না৷ শরীরের প্রতি সে অত্যন্ত অবহেলা করিত
rabindranath tagore,"কার্তিক মাসের হিমের সময় সমস্ত রাত মাথার দরজা খোলা, শীতের সময় গায়ে কাপড় আহারের নিয়ম নাই৷ দাসীরা যখন মাঝে মাঝে খাবার আনিতে ভুলিয়া যাইত তখন যে তাহাদের একবার মুখ খুলিয়া স্মরণ করাইয়া দেওয়া, তাহাও সে করিত না৷ সে-যে পরের ঘরের দাসদাসী এবং কর্তাগৃহিণীদের অনুগ্রহের উপর নির্ভর করিয়া বাস করিতেছে, এই সংস্কার তাহার মনে বদ্ধমূল হইতেছিল"
rabindranath tagore,"কিন্তু এরূপ ভাবটাও শীশুড়ির সহ্য হইত না৷ যদি আহারের প্রতি বধূর কোনো অবহেলা দেখিতেন, তবে শাশুড়ি বলিতেন, নবাবের বাড়ির মেয়ে কিনা৷ গরিবের ঘরের অন্ন ওর মুখে রোচে না কখনো- বা বলিতেন, দেখো-না একবার, ছিরি হচ্ছে দেখো-না, দিনে দিনে যেন পোড়াকাঠ হয়ে যাচ্ছে রোগ যখন গুরুতর হইয়া উঠিল তখন শাশুড়ি বলিলেন, ওর সমস্ত ন্যাকামি অবশেষে একদিন নিরু সবিনয়ে শাশুড়িকে বলিল, বাবাকে আর আমার ভাইদের একবার দেখব, মা শাশুড়ি বলিলেন, কেবল বাপের বাড়ি যাইবার ছল কেহ বলিলে বিশ্বাস করিবে না-- যেদিন সন্ধ্যার সময় নিরুর শ্বাস উপস্থিত হইল, সেইদিন প্রথম ডাক্তার দেখিল, এবং সেইদিন ডাক্তারের দেখা শেষ হইল"
rabindranath tagore,"বাড়ির বড়োবউ মরিয়াছে, খুব ধুম করিয়া অন্ত্যেষ্টিক্রিয়া সম্পন্ন হইল"
